                                                                    VIRUS STRAIN	               CLADE
                                              A/ruddy_shelduck/Mongolia/X63/2009	            2.3.2.1c
                                                   A/owl/Tokushima/3602A023/2011	            2.3.2.1c
                                                 A/whooper_swan/Mongolia/21/2010	            2.3.2.1c
                                                    A/duck/Vietnam/OIE-2202/2012	            2.3.2.1c
                                                    A/duck/Khanhhoa/CVVI-29/2014	            2.3.2.1c
                                                 A/mandarin_duck/Korea/Q525/2010	            2.3.2.1c
                                          A/common_pochard/Tottori/3102S012/2011	            2.3.2.1c
                                          A/hooded_crane/Kagoshima/110214-3/2011	            2.3.2.1c
                                                  A/chicken/Vietnam/HU3-770/2015	            2.3.2.1c
                                                  A/environment/Chang_Sha/1/2009	            2.3.2.1c
                                              A/muscovy_duck/Vietnam/LBM668/2014	            2.3.2.1c
                                                       A/duck/Quang_Ninh/21/2013	            2.3.2.1c
                                                  A/duck/Tanah_Laut/0514095/2014	            2.3.2.1c
                                                      A/chicken/Miyazaki/M6/2011	            2.3.2.1c
                                         A/duck/Hulu_Sungai_Selatan/0514112/2014	            2.3.2.1c
                                             A/environment/Vietnam/HU3-1485/2015	            2.3.2.1c
                                                      A/chicken/Miyazaki/K3/2011	            2.3.2.1c
                                               A/chicken/Vietnam/NCVD-KA275/2012	            2.3.2.1c
                                              A/environment/Vietnam/HU3-490/2015	            2.3.2.1c
                                              A/mandarin_duck/Oita/4402F041/2011	            2.3.2.1c
                                                 A/chicken/Khanhhoa/CVVI-28/2014	            2.3.2.1c
                                                       A/chicken/Wakayama/1/2011	            2.3.2.1c
                                            A/common_goldeneye/Mongolia/X59/2009	            2.3.2.1c
                                              A/muscovy_duck/Vietnam/LBM566/2014	            2.3.2.1c
                                                         A/duck/Hunan/S4150/2011	            2.3.2.1c
                                              A/environment/Vietnam/HU3-977/2015	            2.3.2.1c
                                                A/peregrine_falcon/Aomori/7/2011	            2.3.2.1c
                                                  A/chicken/Vietnam/HU3-881/2015	            2.3.2.1c
                                                  A/chicken/Vietnam/HU3-879/2015	            2.3.2.1c
                                                    A/chicken/Kagoshima/I-2/2011	            2.3.2.1c
                                                    A/duck/Khanhhoa/CVVI-25/2014	            2.3.2.1c
                                                      A/chicken/Miyazaki/11/2011	            2.3.2.1c
                                                 A/mute_swan/Hyogo/2802F001/2011	            2.3.2.1c
                                                    A/duck/Khanhhoa/CVVI-37/2014	            2.3.2.1c
                                                  A/muscovy_duck/Long_An/46/2013	            2.3.2.1c
                                              A/hill_myna/Heilongjiang/0704/2012	            2.3.2.1c
                                                     A/chicken/Jiangsu/2477/2014	            2.3.2.1c
                                             A/Muscovy_duck/Vietnam/HU3-Z10/2015	            2.3.2.1c
                                          A/mandarin_duck/Nagasaki/4201A011/2011	            2.3.2.1c
                                              A/environment/Vietnam/HU3-861/2015	            2.3.2.1c
                                                    A/duck/Khanhhoa/CVVI-33/2014	            2.3.2.1c
                                             A/tufted_duck/Tottori/3102S004/2011	            2.3.2.1c
                                                      A/chicken/Korea/IC546/2011	            2.3.2.1c
                                              A/mandarin_duck/Oita/4402F042/2011	            2.3.2.1c
                                                    A/duck/Khanhhoa/CVVI-35/2014	            2.3.2.1c
                                                   A/black_swan/Yamaguchi/1/2011	            2.3.2.1c
                                              A/brown-headed_gull/Qinghai/9/2009	            2.3.2.1c
                                              A/muscovy_duck/Vietnam/LBM670/2014	            2.3.2.1c
                                         A/peregrine_falcon/Miyazaki/22M771/2011	            2.3.2.1c
                                          A/muscovy_duck/Tegal/BBVW-1732-11/2012	            2.3.2.1c
                                                         A/chicken/Aichi/T1/2011	            2.3.2.1c
                                          A/hooded_crane/Kagoshima/4612J004/2010	            2.3.2.1c
                                                     A/duck/Vietnam/HU3-898/2015	            2.3.2.1c
                                                  A/chicken/Vietnam/HU3-Z12/2015	            2.3.2.1c
                                                     A/chicken/Miyazaki/MT2/2011	            2.3.2.1c
                                                             A/grebe/Tyva/3/2009	            2.3.2.1c
                                                A/great_cormorant/Qinghai/1/2009	            2.3.2.1c
                                        A/great_black-headed_gull/Qinghai/2/2009	            2.3.2.1c
                                            A/eurasian_eagle_owl/Korea/Q196/2011	            2.3.2.1c
                                            A/bar-headed_goose/Mongolia/X54/2009	            2.3.2.1c
                                                    A/duck/Khanhhoa/CVVI-16/2013	            2.3.2.1c
                                                A/tufted_duck/Tottori/1-012/2011	            2.3.2.1c
                                          A/peregrine_falcon/Kyoto/2602A009/2011	            2.3.2.1c
                                                     A/duck/Vietnam/HU3-617/2015	            2.3.2.1c
                                                A/whooper_swan/Hokkaido/A13/2011	            2.3.2.1c
                                         A/peregrine_falcon/Miyazaki/22M754/2011	            2.3.2.1c
                                                       A/goshawk/Tochigi/64/2011	            2.3.2.1c
                                                        A/chicken/Nepal/105/2010	            2.3.2.1c
                                                   A/duck/Quang_Ninh/15c111/2013	            2.3.2.1c
                                                 A/tufted_duck/Fukushima/16/2011	            2.3.2.1c
                                                  A/tufted_duck/Fukushima/2/2011	            2.3.2.1c
                                                       A/mallard/Korea/1195/2010	            2.3.2.1c
                                                  A/duck/Vietnam/NCVD-KA415/2012	            2.3.2.1c
                                                       A/duck/Korea/Cheonan/2010	            2.3.2.1c
                                                  A/duck/Vietnam/NCVD-KA345/2012	            2.3.2.1c
                                                      A/duck/Vietnam/LBM578/2014	            2.3.2.1c
                                          A/duck/South_Sulawesi/Sidrap-1021/2012	            2.3.2.1c
                                             A/tufted_duck/Shimane/5502B018/2011	            2.3.2.1c
                                              A/whooper_swan/Hokkaido/13-21/2011	            2.3.2.1c
                                                 A/chicken/Khanhhoa/CVVI-31/2014	            2.3.2.1c
                                                  A/whooper_swan/Hokkaido/3/2011	            2.3.2.1c
                                          A/mandarin_duck/Nagasaki/4202A023/2011	            2.3.2.1c
                                                    A/duck/Khanhhoa/CVVI-34/2014	            2.3.2.1c
                                              A/little_grebe/Hyogo/2801B015/2011	            2.3.2.1c
                                              A/muscovy_duck/Vietnam/HU3-21/2015	            2.3.2.1c
                                                     A/chicken/Jiangsu/2540/2014	            2.3.2.1c
                                                  A/chicken/Vietnam/HU3-800/2015	            2.3.2.1c
                                                             A/grebe/Tyva/2/2010	            2.3.2.1c
                                            A/great_crested-grebe/Qinghai/1/2009	            2.3.2.1c
                                                       A/wild_duck/Jilin/HF/2011	            2.3.2.1c
                                                      A/duck/Hokkaido/WZ101/2010	            2.3.2.1c
                                                      A/duck/Vietnam/LBM570/2014	            2.3.2.1c
                                     A/muscovy_duck/Pesawaran/BppvIII_13.36/2013	            2.3.2.1c
                                              A/muscovy_duck/Vietnam/LBM315/2012	            2.3.2.1c
                                            A/bar-headed_goose/Mongolia/X25/2009	            2.3.2.1c
                                        A/great_black-headed_gull/Qinghai/6/2009	            2.3.2.1c
                                             A/mandarin_duck/Korea/PSC24-24/2010	            2.3.2.1c
                                                     A/duck/Vietnam/HU3-567/2015	            2.3.2.1c
                                                      A/chicken/Miyazaki/13/2011	            2.3.2.1c
                                                       A/duck/Quang_Ninh/53/2013	            2.3.2.1c
                                                     A/duck/Vietnam/HU3-562/2015	            2.3.2.1c
                                                A/muscovy_duck/Quang_Ninh/6/2013	            2.3.2.1c
                                            A/Muscovy_duck/Vietnam/HU3-1079/2015	            2.3.2.1c
                                                 A/duck/Quang_Ninh/13c1-2-1/2013	            2.3.2.1c
                                                  A/duck/Vietnam/NCVD-KA300/2012	            2.3.2.1c
                                                      A/duck/Vietnam/QB1207/2012	            2.3.2.1c
                                                     A/wild_bird/Korea/IS18/2011	            2.3.2.1c
                                                    A/duck/Khanhhoa/CVVI-21/2013	            2.3.2.1c
                                              A/muscovy_duck/Vietnam/LBM344/2013	            2.3.2.1c
                                                    A/duck/Khanhhoa/CVVI-22/2013	            2.3.2.1c
                                          A/mandarin_duck/Nagasaki/4201A012/2011	            2.3.2.1c
                                              A/muscovy_duck/Vietnam/LBM330/2013	            2.3.2.1c
                                                  A/whooper_swan/Shanxi/17L/2015	            2.3.2.1c
                                              A/muscovy_duck/Vietnam/LBM567/2014	            2.3.2.1c
                                                  A/duck/Bantul/BBVW-1443-9/2012	            2.3.2.1c
                                            A/Muscovy_duck/Vietnam/HU3-1411/2015	            2.3.2.1c
                                             A/muscovy_duck/Vietnam/HU3-355/2015	            2.3.2.1c
                                                  A/duck/Tegal/BBVW-1727-11/2012	            2.3.2.1c
                                                 A/chicken/Khanhhoa/CVVI-13/2013	            2.3.2.1c
                                            A/great_crested_grebe/Qinghai/1/2010	            2.3.2.1c
                                                    A/duck/Khanhhoa/CVVI-30/2014	            2.3.2.1c
                                          A/common_pochard/Shimane/5502B024/2011	            2.3.2.1c
                                                    A/duck/Khanhhoa/CVVI-15/2013	            2.3.2.1c
                                                         A/duck/Korea/AS117/2011	            2.3.2.1c
                                             A/Muscovy_duck/Vietnam/HU3-579/2015	            2.3.2.1c
                                              A/muscovy_duck/Vietnam/LBM399/2013	            2.3.2.1c
                                                    A/duck/Khanhhoa/CVVI-23/2013	            2.3.2.1c
                                                  A/tufted_duck/Fukushima/7/2011	            2.3.2.1c
                                                    A/duck/Khanhhoa/CVVI-14/2013	            2.3.2.1c
                                                         A/chicken/Nepal/81/2010	            2.3.2.1c
                                                    A/duck/Khanhhoa/CVVI-32/2014	            2.3.2.1c
                                                  A/whooper_swan/Hokkaido/6/2011	            2.3.2.1c
                                                     A/chicken/Miyazaki/TA3/2011	            2.3.2.1c
                                               A/duck/Berau/BPPV5-0513022-A/2013	            2.3.2.1c
                                                    A/duck/Khanhhoa/CVVI-17/2013	            2.3.2.1c
                                                      A/duck/Vietnam/LBM569/2014	            2.3.2.1c
                                                    A/duck/Khanhhoa/CVVI-07/2013	            2.3.2.1c
                                                      A/chicken/Miyazaki/S4/2011	            2.3.2.1c
                                              A/peregrine_falcon/Tochigi/15/2011	            2.3.2.1c
                                              A/brown-headed_gull/Qinghai/2/2009	            2.3.2.1c
                                              A/mandarin_duck/Oita/4402F038/2011	            2.3.2.1c
                                           A/tufted_duck/Yamaguchi/3502B007/2011	            2.3.2.1c
                                                            A/chicken/Mie/2/2011	            2.3.2.1c
                                              A/Muscovy_duck/Vietnam/HU3-97/2015	            2.3.2.1c
                                                 A/chicken/Khanhhoa/CVVI-44/2014	            2.3.2.1c
                                                  A/whooper_swan/Mongolia/2/2009	            2.3.2.1c
                                      A/environment/Kota_Bekasi/0813082-001/2012	            2.3.2.1c
                                                         A/duck/Korea/IC360/2011	            2.3.2.1c
                                                  A/whooper_swan/Mongolia/6/2009	            2.3.2.1c
                                                  A/tufted_duck/Fukushima/4/2011	            2.3.2.1c
                                              A/muscovy_duck/Vietnam/LBM436/2013	            2.3.2.1c
                                                   A/baikal_teal/Korea/Q524/2010	            2.3.2.1c
                                             A/Muscovy_duck/Vietnam/HU3-575/2015	            2.3.2.1c
                                              A/herring_gull/Mongolia/833T2/2009	            2.3.2.1c
                                              A/mandarin_duck/Korea/K10-515/2011	            2.3.2.1c
                                                 A/chicken/Khanhhoa/CVVI-41/2014	            2.3.2.1c
                                                 A/chicken/Khanhhoa/CVVI-02/2013	            2.3.2.1c
                                              A/herring_gull/Mongolia/834T2/2009	            2.3.2.1c
                                       A/environment/Kota_Depok/0813321-021/2013	            2.3.2.1c
                                                  A/muscovy_duck/Long_An/88/2014	            2.3.2.1c
                                          A/Japanese_white-eye/Taoyuan/Q454/2012	            2.3.2.1c
                                                  A/muscovy_duck/Long_An/87/2014	            2.3.2.1c
                                                    A/duck/Khanhhoa/CVVI-20/2013	            2.3.2.1c
                                            A/eurasian_eagle_owl/Korea/Q182/2011	            2.3.2.1c
                                              A/muscovy_duck/Vietnam/LBM573/2014	            2.3.2.1c
                                             A/Muscovy_duck/Vietnam/HU3-662/2015	            2.3.2.1c
                                                  A/duck/Banjarbaru/0514149/2014	            2.3.2.1c
                                               A/chicken/Vietnam/NCVD-KA365/2012	            2.3.2.1c
                                          A/chicken/Tulungagung/BBVW_414-03/2013	            2.3.2.1c
                                        A/duck/Indragiri_Hulu/BPPVII_746-12/2012	            2.3.2.1c
                                                       A/mute_swan/Toyama/1/2010	            2.3.2.1c
                                                  A/environment/Chang_Sha/3/2009	            2.3.2.1c
                                               A/black-headed_gull/Tyva/115/2009	            2.3.2.1c
                                        A/great_black-headed_gull/Qinghai/8/2009	            2.3.2.1c
                                                    A/duck/Khanhhoa/CVVI-10/2013	            2.3.2.1c
                                                       A/chicken/Nepal/2-53/2010	            2.3.2.1c
                                                            A/duck/Hunan/15/2004	               2.3.3
                                                            A/duck/Hunan/69/2004	               2.3.3
                                                          A/chicken/Laos/31/2006	               2.3.4
                                               A/duck/Vietnam_SonLa/NCVD-33/2007	               2.3.4
                                                        A/chicken/Guizhou/7/2008	               2.3.4
                                                A/Chicken/Laos/Xaythiani-26/2006	               2.3.4
                                                      A/chicken/Vietnam/209/2005	               2.3.4
                                                       A/chicken/Laos/P0001/2007	               2.3.4
                                                       A/chicken/Laos/P0072/2007	               2.3.4
                                                       A/chicken/Laos/P0169/2007	               2.3.4
                                                      A/chicken/Cao_Bang/20/2007	               2.3.4
                                                             A/Guangdong/01/2006	               2.3.4
                                                       A/chicken/Anhui/1089/2007	               2.3.4
                                                                  A/Hunan/1/2008	               2.3.4
                                              A/chicken/Hong_Kong/D-06-0947/2006	               2.3.4
                                                         A/water/Xinjiang/3/2009	               2.3.4
                                                    A/chicken/Jiangsu/k0101/2010	               2.3.4
                                                        A/mallard/Huadong/S/2005	               2.3.4
                                                               A/China/GD01/2006	               2.3.4
                                               A/chicken/Eastern_China/ZG16/2010	               2.3.4
                                                          A/duck/Hubei/2911/2007	               2.3.4
                                                  A/chicken/Thailand/NP-172/2006	               2.3.4
                                                         A/duck/Vietnam/208/2005	               2.3.4
                                                            A/duck/Hubei/49/2005	               2.3.4
                                                                A/Jiangsu/1/2007	               2.3.4
                                    A/domestic_green-winged_teal/Hunan/3450/2006	               2.3.4
                                                           A/duck/Hunan/316/2005	               2.3.4
                                                                 A/Fujian/1/2005	               2.3.4
                                                           A/duck/Son_La/34/2007	               2.3.4
                                                      A/chicken/Gaoyou/1004/2010	               2.3.4
                                                           A/duck/Yunnan/47/2006	               2.3.4
                                                         A/duck/Vietnam/210/2005	               2.3.4
                                                      A/duck/Mong_Cai/07-58/2007	               2.3.4
                                                       A/goose/Guangdong/08/2005	               2.3.4
                                                            A/water/Hebei/2/2009	               2.3.4
                                                        A/goose/Yunnan/4389/2006	               2.3.4
                                                               A/China/GD02/2006	               2.3.4
                                                 A/Muscovy_duck/Vietnam/211/2005	               2.3.4
                                                   A/duck/Eastern_China/909/2009	               2.3.4
                                                              A/Guangdong/1/2008	               2.3.4
                                                       A/chicken/Tibet/LZ01/2010	               2.3.4
                                                         A/chicken/Fujian/1/2007	               2.3.4
                                                          A/swine/Jiangsu/2/2009	               2.3.4
                                                          A/duck/Laos/P0127/2007	               2.3.4
                                                                A/Jiangxi/1/2005	               2.3.4
                                                                  A/Anhui/1/2005	               2.3.4
                                                A/Chicken/Laos/Xaythiani_37/2006	               2.3.4
                                                          A/duck/Henan/1650/2006	               2.3.4
                                                     A/quail/Thanatpin/2283/2007	               2.3.4
                                                                A/Sichuan/3/2006	               2.3.4
                                                     A/chicken/Danyang/1105/2011	               2.3.4
                                                               A/Shanghai/1/2006	               2.3.4
                                                       A/duck_feces/Hebei/5/2009	               2.3.4
                                                            A/duck/Anhui/56/2005	               2.3.4
                                                   A/duck/Eastern_China/057/2007	               2.3.4
                                                          A/duck/Vietnam/38/2007	               2.3.4
                                                          A/duck/Laos/P0161/2007	               2.3.4
                                                           A/duck/Laos/3295/2006	               2.3.4
                                                      A/chicken/Vietnam/202/2005	               2.3.4
                                                                  A/Anhui/1/2006	               2.3.4
                                                       A/mallard/Huadong/lk/2005	               2.3.4
                                                            A/water/Hebei/3/2009	               2.3.4
                                                          A/duck/Hunan/1930/2007	               2.3.4
                                                       A/chicken/Laos/P0130/2007	               2.3.4
                                                               A/Zhejiang/1/2006	               2.3.4
                                                A/chicken/North_China/k0604/2010	               2.3.4
                                                        A/goose/Yunnan/5599/2006	               2.3.4
                                                      A/chicken/Xuzhou/1012/2010	               2.3.4
                                                A/Chicken/Laos/Xaythiani_32/2006	               2.3.4
                                                   A/environment/Hunan/6-69/2008	               2.3.4
                                                      A/wild_duck/Hunan/211/2005	               2.3.4
                                              A/chicken/Mukdahan/NIAH403901/2007	               2.3.4
                                                                A/Jiangsu/6/2008	               2.3.4
                                                           A/chicken/Laos/1/2008	               2.3.4
                                                      A/wild_duck/Hunan/021/2005	               2.3.4
                                                       A/chicken/Hunan/1793/2007	               2.3.4
                                                          A/duck/Laos/A0503/2007	               2.3.4
                                                                A/Sichuan/2/2006	               2.3.4
                                                         A/duck/Vietnam/219/2005	               2.3.4
                                                         A/duck/Vietnam/215/2005	               2.3.4
                                                  A/goose/Eastern_China/223/2008	               2.3.4
                                                         A/duck/Yunnan/4873/2006	               2.3.4
                                                          A/duck/Laos/P0137/2007	               2.3.4
                                                      A/duck/Hai_Phong_/208/2006	               2.3.4
                                                                A/Beijing/1/2009	               2.3.4
                                                        A/pigeon/Laos/P0022/2007	               2.3.4
                                                      A/chicken/Vietnam/216/2005	               2.3.4
                                                       A/chicken/Laos/P0020/2007	               2.3.4
                                                   A/chicken/Cao_Bang/07-42/2007	               2.3.4
                                                        A/goose/Yunnan/3798/2006	               2.3.4
                                                   A/chicken/Shandong/K0701/2010	               2.3.4
                                                                    A/China/2006	               2.3.4
                                                A/Chicken/Laos/Xaythiani_36/2006	               2.3.4
                                                   A/quail/Mingalardone/866/2007	               2.3.4
                                                          A/duck/Hunan/1964/2007	               2.3.4
                                                       A/chicken/Laos/P0171/2007	               2.3.4
                                                         A/chicken/China/JX/2011	               2.3.4
                                                       A/chicken/Hunan/3157/2006	               2.3.4
                                                          A/duck/Laos/A0301/2007	               2.3.4
                                                     A/chicken/Dongtai/1011/2010	               2.3.4
                                                        A/goose/Yunnan/4985/2006	               2.3.4
                                                       A/chicken/Laos/A0464/2007	               2.3.4
                                                          A/shrike/Tibet/13/2006	               2.3.4
                                                          A/chicken/Hunan/1/2009	               2.3.4
                                                                A/Jiangsu/2/2007	               2.3.4
                                                      A/chicken/Yangzhou/06/2011	               2.3.4
                                                              A/Guangdong/2/2006	               2.3.4
                                                             A/duck/Laos/25/2006	               2.3.4
                                                         A/chicken/Hunan/21/2005	               2.3.4
                                          A/guinea_fowl/North_Okkalarpa/834/2007	               2.3.4
                                                         A/duck/Yunnan/5310/2006	               2.3.4
                                                          A/duck/Vietnam/37/2007	               2.3.4
                                                 A/Muscovy_duck/Vietnam/217/2005	               2.3.4
                                                     A/duck/Hubei/Hangmei01/2006	               2.3.4
                                                          A/Vietnam/UT30850/2005	               2.3.4
                                                                A/Guangxi/1/2005	               2.3.4
                                                        A/wildbird/Anhui/82/2005	               2.3.4
                                                          A/duck/Hunan/3315/2006	               2.3.4
                                                         A/duck/Vietnam/218/2005	               2.3.4
                                                       A/chicken/Jiangsu/XZ/2010	               2.3.4
                                                    A/environment/Hunan/1-8/2007	               2.3.4
                                              A/muscovy_duck/Bac_Ninh/07-69/2007	               2.3.4
                                                                  A/Anhui/1/2007	               2.3.4
                                                  A/chicken/Zhaozhuang/ZG13/2010	               2.3.4
                                                     A/chicken/Shandong/A-1/2009	               2.3.4
                                                          A/duck/Hunan/1994/2007	               2.3.4
                                                               A/Shandong/1/2009	               2.3.4
                                                        A/duck/Shandong/009/2008	               2.3.4
                                                     A/chicken/Jiangsu/LHWK/2010	               2.3.4
                                                A/turtle_dove/Guangdong/300/2005	               2.3.4
                                                A/Muscovy_duck/Hai_Duong/46/2007	               2.3.4
                                                             A/duck/Laos/22/2006	               2.3.4
                                                          A/duck/Henan/1652/2006	               2.3.4
                                                     A/duck/Hai_Duong/07-40/2007	               2.3.4
                                                      A/chicken/Shanxi/0302/2012	               2.3.4
                                                       A/chicken/Hubei/2856/2007	               2.3.4
                                                           A/goose/Hubei/65/2005	               2.3.4
                                                   A/chicken/Nam_Dinh/07-32/2007	               2.3.4
                                                        A/goose/Yunnan/5979/2006	               2.3.4
                                                     A/chicken/Hai_Duong/41/2007	               2.3.4
                                                      A/chicken/China/k0602/2010	               2.3.4
                                                                A/Jiangsu/4/2007	               2.3.4
                                                                A/Sichuan/1/2006	               2.3.4
                                                               A/Xinjiang/1/2009	               2.3.4
                                           A/peregrine_falcon/Hong_Kong/810/2009	               2.3.4
                                                         A/chicken/Hanoi/45/2007	               2.3.4
                                                                  A/Anhui/2/2005	               2.3.4
                                                          A/duck/Laos/P0106/2007	               2.3.4
                                                                  A/Hunan/1/2006	               2.3.4
                                                        A/duck/Soc_Trang/31/2007	               2.3.4
                                                          A/duck/Laos/A0617/2007	               2.3.4
                                                        A/goose/Yunnan/5540/2006	               2.3.4
                                                   A/Muscovy_duck/Ca_Mau/22/2007	               2.3.4
                                              A/chicken/Nongkhai/NIAH400802/2007	               2.3.4
                                                               A/duck/Anhui/1/06	               2.3.4
                                                 A/Muscovy_duck/Vietnam/213/2005	               2.3.4
                                          A/lesser_kestrel/Heilongjiang/194/2007	               2.3.4
                                                      A/chicken/Vietnam/212/2005	               2.3.4
                                                          A/duck/Laos/P0117/2007	               2.3.4
                                                        A/goose/Yunnan/4371/2006	               2.3.4
                                                   A/chicken/Shandong/k0603/2010	               2.3.4
                                                          A/duck/Hunan/3340/2006	               2.3.4
                                                      A/chicken/Dongtai/601/2011	               2.3.4
                                                                  A/Hubei/1/2006	               2.3.4
                                                                 A/Fujian/1/2007	               2.3.4
                                                       A/chicken/Jiangsu/WJ/2009	               2.3.4
                                                            A/duck/Hunan/29/2006	               2.3.4
                                      A/scaly-breasted_munia/Hong_Kong/2433/2007	               2.3.4
                                                    A/chicken/Ninh_Binh/209/2005	               2.3.4
                                                            A/water/Hunan/3/2009	               2.3.4
                                                       A/chicken/Henan/1362/2006	               2.3.4
                                                        A/goose/Yunnan/5769/2006	               2.3.4
                                                       A/chicken/Hmawbi/517/2007	               2.3.4
                                                          A/chicken/Tibet/6/2008	               2.3.4
                                          A/peregrine_falcon/Hong_Kong/2142/2008	               2.3.4
                                                            A/duck/Hunan/11/2007	               2.3.4
                                               A/chicken/Eastern_China/ZG56/2011	               2.3.4
                                                          A/duck/Henan/1647/2006	               2.3.4
                                                         A/duck/Vietnam/205/2005	               2.3.4
                                            A/duck/Nong-Khai/Thailand/KU-56/2007	               2.3.4
                                                 A/muscovy_duck/VietNam/209/2005	               2.3.4
                                                            A/duck/HuBei/03/2010	               2.3.4
                                                   A/environment/Xinjiang/6/2009	               2.3.4
                                                           A/duck/Hunan/689/2006	               2.3.4
                                                       A/chicken/Hubei/3002/2007	               2.3.4
                                                       A/chicken/Sichuan/81/2005	               2.3.4
                                                          A/duck/Jiangxi/80/2005	               2.3.4
                                                            A/water/Hebei/1/2009	               2.3.4
                                                          A/duck/Laos/P0050/2007	               2.3.4
                                                         A/duck/Vietnam/207/2005	               2.3.4
                                                        A/goose/Yunnan/6384/2006	               2.3.4
                                                     A/duck/Viet_Nam/TMU024/2009	             2.3.4.1
                                                          A/Vietnam/UT36282/2010	             2.3.4.1
                                                     A/duck/Viet_Nam/TMU021/2009	             2.3.4.1
                                                                  A/Hunan/1/2009	             2.3.4.1
                                                     A/duck/Viet_Nam/TMU027/2009	             2.3.4.1
                                                          A/chicken/Lao/LH1/2010	             2.3.4.1
                                                              A/duck/Hue/V6/2010	             2.3.4.1
                                                     A/duck/Viet_Nam/TMU029/2009	             2.3.4.1
                                                              A/duck/Lao/19/2010	             2.3.4.1
                                                             A/duck/Lao/567/2010	             2.3.4.1
                                                  A/chicken/Viet_Nam/TMU025/2009	             2.3.4.1
                                                         A/chicken/Lao/LH1B/2010	             2.3.4.1
                                                         A/chicken/Laos/LH2/2010	             2.3.4.1
                                                     A/duck/Viet_Nam/TMU023/2009	             2.3.4.1
                                                        A/Vietnam/HN31676DH/2009	             2.3.4.1
                                                     A/duck/Viet_Nam/TMU026/2009	             2.3.4.1
                                                    A/environment/Guizhou/9/2009	             2.3.4.1
                                                            A/Vietnam/36285/2010	             2.3.4.1
                                                          A/Vietnam/UT36236/2010	             2.3.4.1
                                                                  A/Hunan/2/2009	             2.3.4.1
                                                                A/Guizhou/1/2009	             2.3.4.1
                                                     A/duck/Viet_Nam/TMU019/2009	             2.3.4.1
                                                     A/duck/Viet_Nam/TMU022/2009	             2.3.4.1
                                                     A/duck/Viet_Nam/TMU020/2009	             2.3.4.1
                                                     A/duck/Viet_Nam/TMU018/2009	             2.3.4.1
                                                    A/environment/Guizhou/7/2009	             2.3.4.1
                                                     A/duck/Viet_Nam/TMU017/2009	             2.3.4.1
                                                     A/duck/Viet_Nam/TMU028/2009	             2.3.4.1
                                         A/village_chicken/Kyaing_Tong/2433/2007	             2.3.4.2
                                                               A/duck/Lao/6/2010	             2.3.4.2
                                                         A/duck/Yunnan/6490/2006	             2.3.4.2
                                                             A/duck/Lao/670/2010	             2.3.4.2
                                                        A/Vietnam/UT36250-1/2010	             2.3.4.2
                                                             A/duck/Lao/961/2010	             2.3.4.2
                                                       A/chicken/Yangon/254/2010	             2.3.4.2
                                                        A/chicken/Ha_Tay/44/2007	             2.3.4.2
                                                             A/duck/Lao/980/2010	             2.3.4.2
                                                             A/duck/Lao/981/2010	             2.3.4.2
                                                        A/goose/Yunnan/6193/2006	             2.3.4.2
                                                         A/duck/Cao_Bang/43/2007	             2.3.4.2
                                                             A/duck/Lao/986/2010	             2.3.4.2
                                             A/muscovy_duck/Viet_Nam/TMU012/2008	             2.3.4.2
                                                      A/environment/Lao/977/2010	             2.3.4.2
                                                             A/duck/Lao/962/2010	             2.3.4.2
                                                    A/environment/Guizhou/2/2009	             2.3.4.2
                                             A/muscovy_duck/Viet_Nam/TMU003/2008	             2.3.4.2
                                                         A/Vietnam/HN31432M/2008	             2.3.4.2
                                                  A/chicken/Viet_Nam/TMU011/2008	             2.3.4.2
                                                             A/duck/Lao/959/2010	             2.3.4.2
                                                    A/environment/Guizhou/4/2009	             2.3.4.2
                                                             A/duck/Lao/987/2010	             2.3.4.2
                                                  A/chicken/Viet_Nam/TMU013/2008	             2.3.4.2
                                                               A/duck/Lao/9/2010	             2.3.4.2
                                                      A/environment/Lao/964/2010	             2.3.4.2
                                                               A/duck/Lao/7/2010	             2.3.4.2
                                                             A/duck/Lao/975/2010	             2.3.4.2
                                                       A/chicken/Yangon/182/2010	             2.3.4.2
                                                        A/Vietnam/UT31604-1/2009	             2.3.4.2
                                                  A/chicken/Viet_Nam/TMU007/2008	             2.3.4.2
                                                  A/chicken/Viet_Nam/TMU008/2008	             2.3.4.2
                                                      A/environment/Lao/979/2010	             2.3.4.2
                                                             A/duck/Lao/968/2010	             2.3.4.2
                                             A/muscovy_duck/Viet_Nam/TMU014/2008	             2.3.4.2
                                                    A/chicken/Vietnam/27270/2009	             2.3.4.3
                                                A/muscovy_duck/Ha_Nam/07-47/2007	             2.3.4.3
                                                        A/Vietnam/UT31312II/2007	             2.3.4.3
                                                  A/chicken/Bac_Giang/07-74/2007	             2.3.4.3
                                                     A/avian/Hong_Kong/0719/2007	             2.3.4.3
                                                     A/avian/Hong_Kong/1993/2007	             2.3.4.3
                                                     A/duck/Ninh_Binh/07-68/2007	             2.3.4.3
                                                          A/Vietnam/HN31244/2007	             2.3.4.3
                                                        A/Vietnam/UT31394II/2008	             2.3.4.3
                                              A/muscovy_duck/Nam_Dinh/07-87/2007	             2.3.4.3
                                                    A/chicken/Vietnam/18082/2009	             2.3.4.3
                                             A/duck/Vietnam_NamDinh/NCVD-88/2007	             2.3.4.3
